Tiempo(s),EMG(V)
71.8133,-0.001088
71.8143,-0.001411
71.8153,-0.001411
71.8163,-0.001088
71.8173,-0.001088
71.8183,-0.001411
71.8193,-0.001734
71.8203,-0.001411
71.8213,-0.000443
71.8223,-0.001411
71.8233,-0.001411
71.8243,-0.001088
71.8253,-0.001088
71.8263,-0.001088
71.8273,-0.001411
71.8283,-0.001088
71.8293,-0.001411
71.8303,-0.001411
71.8313,-0.000766
71.8323,-0.000766
71.8333,-0.001088
71.8343,-0.001088
71.8353,-0.001411
71.8363,-0.001088
71.8373,-0.001088
71.8383,-0.000766
71.8393,-0.000766
71.8403,-0.001411
71.8413,-0.001411
71.8423,-0.001411
71.8433,-0.001088
71.8443,-0.001088
71.8453,-0.000766
71.8463,-0.001411
71.8473,-0.001088
71.8483,-0.001411
71.8493,-0.001088
71.8503,-0.001088
71.8513,-0.001088
71.8523,-0.001088
71.8533,-0.001411
71.8543,-0.001088
71.8553,-0.001088
71.8563,-0.001411
71.8573,-0.001411
71.8583,-0.000766
71.8593,-0.000766
71.8603,-0.001411
71.8613,-0.001088
71.8623,-0.002057
71.8633,-0.001411
71.8643,-0.000766
71.8653,-0.000766
71.8663,-0.000766
71.8673,-0.001411
71.8683,-0.001411
71.8693,-0.000766
71.8703,-0.001088
71.8713,-0.001088
71.8723,-0.001088
71.8733,-0.001088
71.8743,-0.000766
71.8753,-0.000766
71.8763,-0.001411
71.8773,-0.001088
71.8783,-0.000766
71.8793,-0.000766
71.8803,-0.001088
71.8813,-0.001088
71.8823,-0.001088
71.8833,-0.000443
71.8843,-0.001088
71.8853,-0.001088
71.8863,-0.001088
71.8873,-0.000766
71.8883,-0.001088
71.8893,-0.000766
71.8903,-0.001411
71.8913,-0.000766
71.8923,-0.001088
71.8933,-0.001088
71.8943,-0.000766
71.8953,-0.001088
71.8963,-0.000766
71.8973,-0.001088
71.8983,-0.001411
71.8993,-0.001088
71.9003,-0.000443
71.9013,-0.001088
71.9023,-0.000766
71.9033,-0.001411
71.9043,-0.000766
71.9053,-0.001088
71.9063,-0.001411
71.9073,-0.001411
71.9083,-0.001088
71.9093,-0.001734
71.9103,-0.001088
71.9113,-0.001088
71.9123,-0.001411
71.9133,-0.001411
71.9143,-0.000766
71.9153,-0.001411
71.9163,-0.000766
71.9173,-0.001411
71.9183,-0.001411
71.9193,-0.001088
71.9203,-0.001411
71.9213,-0.001411
71.9223,-0.001088
71.9233,-0.001411
71.9243,-0.001411
71.9253,-0.001411
71.9263,-0.000766
71.9273,-0.001088
71.9283,-0.001088
71.9293,-0.001411
71.9303,-0.001088
71.9313,-0.001734
71.9323,-0.001088
71.9333,-0.001088
71.9343,-0.000766
71.9353,-0.001411
71.9363,-0.00012
71.9373,-0.000766
71.9383,-0.001411
71.9393,-0.001411
71.9403,-0.001088
71.9413,-0.001411
71.9423,-0.000443
71.9433,-0.001411
71.9443,-0.001088
71.9453,-0.001088
71.9463,-0.001088
71.9473,-0.001411
71.9483,-0.001088
71.9493,-0.000766
71.9503,-0.001088
71.9513,-0.001411
71.9523,-0.001411
71.9533,-0.001088
71.9543,-0.001088
71.9553,-0.001088
71.9563,-0.001411
71.9573,-0.00012
71.9583,-0.001411
71.9593,-0.001734
71.9603,-0.001088
71.9613,-0.001411
71.9623,-0.000443
71.9633,-0.000766
71.9643,-0.001088
71.9653,-0.001734
71.9663,-0.000766
71.9673,-0.000766
71.9683,-0.001411
71.9693,-0.001088
71.9703,-0.000766
71.9713,-0.001088
71.9723,-0.001734
71.9733,-0.001411
71.9743,-0.001088
71.9753,-0.000766
71.9763,-0.001411
71.9773,-0.000766
71.9783,-0.001411
71.9793,-0.000766
71.9803,-0.000443
71.9813,-0.000766
71.9823,-0.000766
71.9833,-0.001088
71.9843,0.029578
71.9853,0.042491
71.9863,0.013438
71.9873,-0.000766
71.9883,-0.001088
71.9893,-0.001088
71.9903,-0.001088
71.9913,-0.001088
71.9923,-0.001088
71.9933,-0.000443
71.9943,-0.001088
71.9953,-0.000766
71.9963,0.028933
71.9973,0.069284
71.9983,0.093171
71.9993,0.101564
72.0003,0.109634
72.0013,0.114799
72.0023,0.129971
72.0033,0.150954
72.0043,0.133845
72.0053,0.107375
72.0063,0.070575
72.0073,0.005368
72.0083,-0.001088
72.0093,-0.001088
72.0103,-0.000443
72.0113,-0.001088
72.0123,-0.000766
72.0133,0.031838
72.0143,0.093494
72.0153,0.145466
72.0163,0.180329
72.0173,0.175164
72.0183,0.137073
72.0193,0.09995
72.0203,0.090912
72.0213,0.127712
72.0223,0.2068
72.0233,0.289761
72.0243,0.372077
72.0253,0.438253
72.0263,0.447291
72.0273,0.404681
72.0283,0.355614
72.0293,0.31494
72.0303,0.244891
72.0313,0.122547
72.0323,-0.001088
72.0333,-0.001088
72.0343,-0.001411
72.0353,-0.001088
72.0363,-0.000766
72.0373,-0.000443
72.0383,-0.001411
72.0393,0.019894
72.0403,0.077999
72.0413,0.149985
72.0423,0.241986
72.0433,0.353031
72.0443,0.470856
72.0453,0.553818
72.0463,0.591263
72.0473,0.612246
72.0483,0.615474
72.0493,0.614183
72.0503,0.603853
72.0513,0.542197
72.0523,0.414042
72.0533,0.241986
72.0543,0.05282
72.0553,-0.001088
72.0563,-0.001411
72.0573,-0.000766
72.0583,-0.000766
72.0593,-0.001411
72.0603,-0.001088
72.0613,-0.000443
72.0623,-0.001088
72.0633,0.04475
72.0643,0.151922
72.0653,0.308484
72.0663,0.469565
72.0673,0.599333
72.0683,0.70812
72.0693,0.815615
72.0703,0.880822
72.0713,0.861453
72.0723,0.77139
72.0733,0.655502
72.0743,0.518632
72.0753,0.369817
72.0763,0.25748
72.0773,0.212933
72.0783,0.235529
72.0793,0.294603
72.0803,0.371754
72.0813,0.440835
72.0823,0.47247
72.0833,0.441803
72.0843,0.345284
72.0853,0.226168
72.0863,0.130294
72.0873,0.066055
72.0883,0.031838
72.0893,0.047655
72.0903,0.124806
72.0913,0.208736
72.0923,0.297831
72.0933,0.399516
72.0943,0.530898
72.0953,0.67713
72.0963,0.843699
72.0973,1.002843
72.0983,1.088387
72.0993,1.083868
72.1003,1.01059
72.1013,0.883404
72.1023,0.725228
72.1033,0.566084
72.1043,0.427277
72.1053,0.285887
72.1063,0.13675
72.1073,-0.001088
72.1083,-0.000443
72.1093,-0.001411
72.1103,-0.001088
72.1113,-0.001088
72.1123,-0.001088
72.1133,0.000203
72.1143,0.037648
72.1153,0.10221
72.1163,0.180975
72.1173,0.264905
72.1183,0.369817
72.1193,0.502168
72.1203,0.644527
72.1213,0.784948
72.1223,0.907615
72.1233,1.001229
72.1243,1.076443
72.1253,1.137131
72.1263,1.172962
72.1273,1.177482
72.1283,1.179096
72.1293,1.165861
72.1303,1.125833
72.1313,1.069341
72.1323,1.004134
72.1333,0.913102
72.1343,0.791404
72.1353,0.655179
72.1363,0.512821
72.1373,0.366912
72.1383,0.243277
72.1393,0.162575
72.1403,0.131585
72.1413,0.151277
72.1423,0.201312
72.1433,0.271361
72.1443,0.372077
72.1453,0.479572
72.1463,0.562856
72.1473,0.613214
72.1483,0.65873
72.1493,0.722646
72.1503,0.790113
72.1513,0.855643
72.1523,0.927306
72.1533,1.020597
72.1543,1.105496
72.1553,1.134226
72.1563,1.111306
72.1573,1.050941
72.1583,0.975727
72.1593,0.896639
72.1603,0.797215
72.1613,0.681004
72.1623,0.602562
72.1633,0.567698
72.1643,0.552849
72.1653,0.547361
72.1663,0.551235
72.1673,0.546716
72.1683,0.518954
72.1693,0.497004
72.1703,0.503782
72.1713,0.533804
72.1723,0.586421
72.1733,0.659699
72.1743,0.748793
72.1753,0.844344
72.1763,0.952485
72.1773,1.08419
72.1783,1.228808
72.1793,1.363096
72.1803,1.475433
72.1813,1.55323
72.1823,1.596486
72.1833,1.601651
72.1843,1.542577
72.1853,1.407321
72.1863,1.217187
72.1873,0.997355
72.1883,0.77365
72.1893,0.569312
72.1903,0.397902
72.1913,0.265228
72.1923,0.179038
72.1933,0.145789
72.1943,0.147726
72.1953,0.181621
72.1963,0.275558
72.1973,0.435024
72.1983,0.648723
72.1993,0.901481
72.2003,1.19104
72.2013,1.500612
72.2023,1.758858
72.2033,1.930592
72.2043,2.007743
72.2053,2.019041
72.2063,1.992894
72.2073,1.94189
72.2083,1.883139
72.2093,1.818578
72.2103,1.709469
72.2113,1.53257
72.2123,1.296275
72.2133,1.026408
72.2143,0.744274
72.2153,0.463432
72.2163,0.211964
72.2173,0.008596
72.2183,-0.001088
72.2193,-0.000443
72.2203,-0.001088
72.2213,0.032483
72.2223,0.149663
72.2233,0.335277
72.2243,0.571895
72.2253,0.837565
72.2263,1.111629
72.2273,1.377622
72.2283,1.627475
72.2293,1.830844
72.2303,1.97288
72.2313,2.044543
72.2323,2.052936
72.2333,2.021623
72.2343,1.959967
72.2353,1.873455
72.2363,1.758535
72.2373,1.615209
72.2383,1.447026
72.2393,1.244303
72.2403,1.027376
72.2413,0.812064
72.2423,0.608049
72.2433,0.426631
72.2443,0.289761
72.2453,0.203571
72.2463,0.179684
72.2473,0.227136
72.2483,0.338505
72.2493,0.505397
72.2503,0.712316
72.2513,0.943769
72.2523,1.191685
72.2533,1.450577
72.2543,1.714956
72.2553,1.97288
72.2563,2.204332
72.2573,2.372192
72.2583,2.460964
72.2593,2.46968
72.2603,2.391561
72.2613,2.232094
72.2623,2.022592
72.2633,1.789525
72.2643,1.555489
72.2653,1.347601
72.2663,1.162633
72.2673,0.989608
72.2683,0.844022
72.2693,0.742337
72.2703,0.658407
72.2713,0.629032
72.2723,0.674225
72.2733,0.787853
72.2743,0.950548
72.2753,1.14165
72.2763,1.354057
72.2773,1.567756
72.2783,1.763055
72.2793,1.930269
72.2803,2.04648
72.2813,2.093932
72.2823,2.091027
72.2833,2.049062
72.2843,1.965778
72.2853,1.864416
72.2863,1.74756
72.2873,1.597132
72.2883,1.410872
72.2893,1.213959
72.2903,1.035124
72.2913,0.888569
72.2923,0.783334
72.2933,0.723614
72.2943,0.705537
72.2953,0.735881
72.2963,0.815292
72.2973,0.936345
72.2983,1.087741
72.2993,1.253664
72.3003,1.418619
72.3013,1.579377
72.3023,1.724641
72.3033,1.837623
72.3043,1.918971
72.3053,1.971911
72.3063,1.999995
72.3073,2.010648
72.3083,2.019687
72.3093,2.004192
72.3103,1.975139
72.3113,1.950929
72.3123,1.926072
72.3133,1.898957
72.3143,1.870227
72.3153,1.826325
72.3163,1.750142
72.3173,1.635868
72.3183,1.484149
72.3193,1.312738
72.3203,1.138422
72.3213,0.976695
72.3223,0.844667
72.3233,0.75073
72.3243,0.702632
72.3253,0.704246
72.3263,0.759123
72.3273,0.864036
72.3283,1.022534
72.3293,1.229131
72.3303,1.461875
72.3313,1.69817
72.3323,1.921876
72.3333,2.122339
72.3343,2.285357
72.3353,2.403828
72.3363,2.460642
72.3373,2.428038
72.3383,2.316024
72.3393,2.160753
72.3403,1.982241
72.3413,1.79017
72.3423,1.599714
72.3433,1.41991
72.3443,1.260443
72.3453,1.126155
72.3463,1.025117
72.3473,0.978955
72.3483,0.995096
72.3493,1.058689
72.3503,1.156822
72.3513,1.288528
72.3523,1.447994
72.3533,1.623925
72.3543,1.805665
72.3553,1.989665
72.3563,2.169792
72.3573,2.33281
72.3583,2.464515
72.3593,2.542312
72.3603,2.558775
72.3613,2.517456
72.3623,2.42255
72.3633,2.310859
72.3643,2.179154
72.3653,2.027757
72.3663,1.854732
72.3673,1.675251
72.3683,1.522563
72.3693,1.427335
72.3703,1.395377
72.3713,1.3957
72.3723,1.403124
72.3733,1.412486
72.3743,1.444766
72.3753,1.517398
72.3763,1.622311
72.3773,1.723995
72.3783,1.820514
72.3793,1.913806
72.3803,1.995476
72.3813,2.080052
72.3823,2.169146
72.3833,2.236936
72.3843,2.275027
72.3853,2.29601
72.3863,2.304726
72.3873,2.281806
72.3883,2.228866
72.3893,2.157848
72.3903,2.073918
72.3913,1.986115
72.3923,1.897343
72.3933,1.803083
72.3943,1.702044
72.3953,1.604879
72.3963,1.529342
72.3973,1.484472
72.3983,1.474465
72.3993,1.525145
72.4003,1.621342
72.4013,1.732065
72.4023,1.84182
72.4033,1.948992
72.4043,2.036473
72.4053,2.096192
72.4063,2.128473
72.4073,2.14881
72.4083,2.160431
72.4093,2.152038
72.4103,2.134283
72.4113,2.110396
72.4123,2.086185
72.4133,2.077792
72.4143,2.071336
72.4153,2.045511
72.4163,2.001932
72.4173,1.951574
72.4183,1.908318
72.4193,1.862157
72.4203,1.81309
72.4213,1.770479
72.4223,1.748205
72.4233,1.764669
72.4243,1.825034
72.4253,1.933497
72.4263,2.083602
72.4273,2.240487
72.4283,2.374452
72.4293,2.464515
72.4303,2.528431
72.4313,2.578466
72.4323,2.595252
72.4333,2.559098
72.4343,2.472586
72.4353,2.34314
72.4363,2.179799
72.4373,1.989988
72.4383,1.8005
72.4393,1.638451
72.4403,1.513847
72.4413,1.431208
72.4423,1.382142
72.4433,1.373103
72.4443,1.430563
72.4453,1.525791
72.4463,1.623925
72.4473,1.722704
72.4483,1.826648
72.4493,1.941244
72.4503,2.061006
72.4513,2.165273
72.4523,2.241133
72.4533,2.294396
72.4543,2.326031
72.4553,2.337975
72.4563,2.337006
72.4573,2.325385
72.4583,2.308277
72.4593,2.291168
72.4603,2.280838
72.4613,2.277933
72.4623,2.280515
72.4633,2.31667
72.4643,2.387364
72.4653,2.470972
72.4663,2.532305
72.4673,2.551351
72.4683,2.521652
72.4693,2.459673
72.4703,2.380908
72.4713,2.291491
72.4723,2.199168
72.4733,2.111364
72.4743,2.040023
72.4753,2.004837
72.4763,2.02582
72.4773,2.079729
72.4783,2.118143
72.4793,2.14429
72.4803,2.147518
72.4813,2.135252
72.4823,2.115883
72.4833,2.09135
72.4843,2.062297
72.4853,2.036795
72.4863,2.029048
72.4873,2.05003
72.4883,2.099097
72.4893,2.169469
72.4903,2.243069
72.4913,2.310859
72.4923,2.36961
72.4933,2.423196
72.4943,2.482593
72.4953,2.545863
72.4963,2.61107
72.4973,2.693709
72.4983,2.771505
72.4993,2.794747
72.5003,2.751491
72.5013,2.663688
72.5023,2.557161
72.5033,2.447729
72.5043,2.347659
72.5053,2.248557
72.5063,2.162045
72.5073,2.110073
72.5083,2.07069
72.5093,2.034859
72.5103,2.008711
72.5113,1.995153
72.5123,2.016459
72.5133,2.073595
72.5143,2.149778
72.5153,2.231126
72.5163,2.308277
72.5173,2.372838
72.5183,2.450957
72.5193,2.542635
72.5203,2.619786
72.5213,2.680474
72.5223,2.712432
72.5233,2.714368
72.5243,2.682088
72.5253,2.623659
72.5263,2.550059
72.5273,2.462579
72.5283,2.367027
72.5293,2.271154
72.5303,2.191097
72.5313,2.13041
72.5323,2.091995
72.5333,2.083925
72.5343,2.116206
72.5353,2.182704
72.5363,2.266957
72.5373,2.363477
72.5383,2.466452
72.5393,2.577175
72.5403,2.676277
72.5413,2.741484
72.5423,2.783126
72.5433,2.809919
72.5443,2.814762
72.5453,2.79733
72.5463,2.761821
72.5473,2.728249
72.5483,2.712432
72.5493,2.690803
72.5503,2.630116
72.5513,2.520361
72.5523,2.374129
72.5533,2.225315
72.5543,2.087476
72.5553,1.983855
72.5563,1.920907
72.5573,1.897665
72.5583,1.91316
72.5593,1.971911
72.5603,2.063911
72.5613,2.178831
72.5623,2.316347
72.5633,2.457736
72.5643,2.575238
72.5653,2.66853
72.5663,2.729863
72.5673,2.750846
72.5683,2.735674
72.5693,2.687253
72.5703,2.618172
72.5713,2.535533
72.5723,2.45128
72.5733,2.374775
72.5743,2.312796
72.5753,2.26728
72.5763,2.242424
72.5773,2.242101
72.5783,2.265666
72.5793,2.306985
72.5803,2.374452
72.5813,2.477105
72.5823,2.591379
72.5833,2.69274
72.5843,2.769568
72.5853,2.821863
72.5863,2.856081
72.5873,2.868993
72.5883,2.861891
72.5893,2.843169
72.5903,2.816376
72.5913,2.779253
72.5923,2.734382
72.5933,2.690481
72.5943,2.645288
72.5953,2.591379
72.5963,2.525203
72.5973,2.456445
72.5983,2.396403
72.5993,2.350564
72.6003,2.317638
72.6013,2.303757
72.6023,2.317961
72.6033,2.357989
72.6043,2.421259
72.6053,2.512614
72.6063,2.616881
72.6073,2.710495
72.6083,2.800235
72.6093,2.893849
72.6103,2.994888
72.6113,3.088179
72.6123,3.167267
72.6133,3.214074
72.6143,3.217302
72.6153,3.172755
72.6163,3.07785
72.6173,2.951632
72.6183,2.80314
72.6193,2.643028
72.6203,2.489372
72.6213,2.359926
72.6223,2.269862
72.6233,2.21789
72.6243,2.211111
72.6253,2.248234
72.6263,2.347982
72.6273,2.497765
72.6283,2.640123
72.6293,2.765695
72.6303,2.876741
72.6313,2.969064
72.6323,3.024264
72.6333,3.020067
72.6343,2.974874
72.6353,2.908053
72.6363,2.830256
72.6373,2.74794
72.6383,2.66853
72.6393,2.605259
72.6403,2.564586
72.6413,2.5478
72.6423,2.546186
72.6433,2.559098
72.6443,2.582986
72.6453,2.628824
72.6463,2.695323
72.6473,2.769891
72.6483,2.838326
72.6493,2.894818
72.6503,2.943562
72.6513,2.980039
72.6523,3.007478
72.6533,3.029106
72.6543,3.041372
72.6553,3.041695
72.6563,3.029429
72.6573,3.003927
72.6583,2.970032
72.6593,2.930649
72.6603,2.889007
72.6613,2.851562
72.6623,2.820249
72.6633,2.793456
72.6643,2.773765
72.6653,2.764081
72.6663,2.762467
72.6673,2.772797
72.6683,2.796039
72.6693,2.829288
72.6703,2.874158
72.6713,2.930004
72.6723,2.992306
72.6733,3.063646
72.6743,3.144994
72.6753,3.219885
72.6763,3.274762
72.6773,3.30898
72.6783,3.318341
72.6793,3.303815
72.6803,3.263141
72.6813,3.201485
72.6823,3.124334
72.6833,3.043632
72.6843,2.967772
72.6853,2.90192
72.6863,2.858341
72.6873,2.845428
72.6883,2.846074
72.6893,2.852207
72.6903,2.864151
72.6913,2.884488
72.6923,2.911281
72.6933,2.94453
72.6943,2.983913
72.6953,3.024909
72.6963,3.060741
72.6973,3.095604
72.6983,3.133695
72.6993,3.16178
72.7003,3.176306
72.7013,3.180825
72.7023,3.177274
72.7033,3.176952
72.7043,3.177274
72.7053,3.181148
72.7063,3.187927
72.7073,3.199871
72.7083,3.233443
72.7093,3.292839
72.7103,3.366762
72.7113,3.432938
72.7123,3.471998
72.7133,3.465219
72.7143,3.409373
72.7153,3.315759
72.7163,3.194383
72.7173,3.058158
72.7183,2.922902
72.7193,2.803786
72.7203,2.709526
72.7213,2.645288
72.7223,2.615589
72.7233,2.623014
72.7243,2.669821
72.7253,2.755688
72.7263,2.866088
72.7273,2.990369
72.7283,3.120783
72.7293,3.256039
72.7303,3.385485
72.7313,3.507184
72.7323,3.611128
72.7333,3.683437
72.7343,3.722819
72.7353,3.728952
72.7363,3.696672
72.7373,3.630496
72.7383,3.543338
72.7393,3.445205
72.7403,3.350622
72.7413,3.264432
72.7423,3.192769
72.7433,3.133695
72.7443,3.082369
72.7453,3.045892
72.7463,3.029751
72.7473,3.033948
72.7483,3.063001
72.7493,3.112067
72.7503,3.176952
72.7513,3.255394
72.7523,3.339647
72.7533,3.429064
72.7543,3.517513
72.7553,3.593696
72.7563,3.652447
72.7573,3.694735
72.7583,3.721851
72.7593,3.732826
72.7603,3.727338
72.7613,3.705387
72.7623,3.664068
72.7633,3.606286
72.7643,3.538496
72.7653,3.462313
72.7663,3.379029
72.7673,3.296068
72.7683,3.225373
72.7693,3.174369
72.7703,3.152418
72.7713,3.154678
72.7723,3.179857
72.7733,3.225695
72.7743,3.289289
72.7753,3.366762
72.7763,3.446819
72.7773,3.523001
72.7783,3.588854
72.7793,3.640503
72.7803,3.676335
72.7813,3.692798
72.7823,3.688924
72.7833,3.665682
72.7843,3.62178
72.7853,3.563998
72.7863,3.502342
72.7873,3.446496
72.7883,3.402271
72.7893,3.371282
72.7903,3.354496
72.7913,3.357078
72.7923,3.381934
72.7933,3.429064
72.7943,3.486847
72.7953,3.538819
72.7963,3.582721
72.7973,3.61371
72.7983,3.63437
72.7993,3.641472
72.8003,3.632433
72.8013,3.61145
72.8023,3.584335
72.8033,3.549471
72.8043,3.507829
72.8053,3.466833
72.8063,3.433584
72.8073,3.414215
72.8083,3.409696
72.8093,3.423899
72.8103,3.452629
72.8113,3.491366
72.8123,3.532363
72.8133,3.566903
72.8143,3.598215
72.8153,3.628236
72.8163,3.654707
72.8173,3.677626
72.8183,3.697963
72.8193,3.712166
72.8203,3.718623
72.8213,3.716686
72.8223,3.712489
72.8233,3.706356
72.8243,3.699254
72.8253,3.687633
72.8263,3.668587
72.8273,3.646637
72.8283,3.623394
72.8293,3.596279
72.8303,3.569486
72.8313,3.542692
72.8323,3.515254
72.8333,3.489429
72.8343,3.469415
72.8353,3.465219
72.8363,3.48265
72.8373,3.531071
72.8383,3.605963
72.8393,3.684728
72.8403,3.756068
72.8413,3.821275
72.8423,3.878735
72.8433,3.924897
72.8443,3.956209
72.8453,3.968153
72.8463,3.957823
72.8473,3.93103
72.8483,3.891647
72.8493,3.845809
72.8503,3.795774
72.8513,3.741542
72.8523,3.698931
72.8533,3.680531
72.8543,3.69183
72.8553,3.718623
72.8563,3.753163
72.8573,3.790609
72.8583,3.826117
72.8593,3.854202
72.8603,3.876798
72.8613,3.898426
72.8623,3.91489
72.8633,3.924574
72.8643,3.921023
72.8653,3.903914
72.8663,3.879058
72.8673,3.850328
72.8683,3.831605
72.8693,3.831928
72.8703,3.839998
72.8713,3.852265
72.8723,3.866791
72.8733,3.884223
72.8743,3.903268
72.8753,3.922637
72.8763,3.940391
72.8773,3.956532
72.8783,3.971704
72.8793,3.986553
72.8803,3.99882
72.8813,4.003016
72.8823,3.995269
72.8833,3.970735
72.8843,3.933935
72.8853,3.888419
72.8863,3.841935
72.8873,3.800293
72.8883,3.767689
72.8893,3.747352
72.8903,3.739282
72.8913,3.741542
72.8923,3.750903
72.8933,3.768658
72.8943,3.792546
72.8953,3.822567
72.8963,3.853233
72.8973,3.882286
72.8983,3.905205
72.8993,3.919086
72.9003,3.925219
72.9013,3.917795
72.9023,3.905205
72.9033,3.892616
72.9043,3.882932
72.9053,3.879381
72.9063,3.880995
72.9073,3.891325
72.9083,3.905205
72.9093,3.919409
72.9103,3.921669
72.9113,3.913276
72.9123,3.895521
72.9133,3.872602
72.9143,3.848714
72.9153,3.823212
72.9163,3.800293
72.9173,3.777051
72.9183,3.758651
72.9193,3.745738
72.9203,3.743479
72.9213,3.75284
